question,answer1,answer2,answer3,answer4,answer5,solution
"지방자치단체가 관리하는 편도 1차로 도로에 최근 통행량이 증가하였으나, 도로 폭 좁음·재정 문제로 보도(인도) 일부 구역만 설치하고 주민 거주지 쪽에는 설치하지 않았다. 이후 음주운전 차량이 도로를 이탈하여 보행 중인 행인을 충격한 사고가 발생하였다. 이때 설치·관리상 하자에 따른 지방자치단체의 손해배상책임이 인정되는지를 판단하시오.","도로의 구조적 한계와 불가피한 여건, 그리고 운전자의 음주운전이라는 특별사정 등을 종합하면, 보도가 전 구간에 미설치된 것이 바로 설치·관리상 하자라고 볼 수 없다.","주민 거주지 쪽에 인도가 설치되지 않은 점만으로 도로가 통상 갖추어야 할 안전성을 결여하였으므로, 지방자치단체는 손해배상책임을 부담한다.","도로 전체에 인도나 연석 등 방호시설이 없었다는 사정만 있으면, 사고 결과와 관계없이 모두 손해배상책임이 인정된다.","사고가 운전자의 전적인 과실로 발생한 경우라 하더라도, 관리자가 인도를 일부만 설치한 이상 책임을 면할 수 없다.","도로의 재정·물적 여건과 무관하게, 사고가 난 곳에 보행자 통행이 예상되면 항상 완전한 방호 조치를 해야만 책임을 면할 수 있다.",A
"국내에서 이미 널리 알려진 '그린칩' 상표를 사용해 감자스낵 제품을 꾸준히 판매해 온 회사가 있습니다. 이후 이를 모방한 외관·호칭이 유사한 '그린칩스'라는 상표가 감자성분이 들어간 멀티그래인 비스킷류(스낵이 아님)에 대해 등록·사용되었습니다. 감자스낵 시장에서는 '그린칩'이 일반 수요자와 거래자에게 널리 인식되어 있지만, 비스킷 분야에서는 두 상표 모두 그다지 유명하지 않습니다. 이러한 상황에서 두 상표가 혼동을 일으킬 우려가 있는지 판단하시오.",'그린칩스'의 등록은 비스킷류에 한하여 상표법상 무효사유에 해당한다.,'그린칩' 상표가 감자스낵에서 주지상표이므로 모든 유사 식품류에 대해 '그린칩스'의 등록은 무효사유에 해당한다.,'그린칩스'의 외관과 호칭이 일부 다르므로 혼동여지는 인정되지 않는다.,'그린칩스' 상표가 표장으로 유사해도 실제 유통·거래실정과 상관없이 일률적으로 무효로 본다.,두 상표 모두 유명하지 않으므로 상품출처의 오인·혼동 우려가 인정되지 않는다.,A
"F는 G에게'내가 운영하는 프랜차이즈 매장의 월수익이 400만 원을 넘으니 투자하면 매달 30% 이율로 이자를 보장한다'고 말해 1억 원을 송금받았다. 실제로 F는 해당 매장을 운영하지도 않았고, 상환 의사나 능력도 없었다. F의 행위에 대한 법적 평가로 옳은 것은?",F의 행위는 사기죄에 해당한다.,F는 단순 채무불이행만 해당하므로 사기죄가 성립하지 않는다.,피해자가 고수익 약속을 믿은 것은 과실이 있으므로 F의 책임이 감경된다.,F가 일부 금액을 송금한 적이 있으므로 사기죄가 아닌 배임죄에 해당한다.,F가 돈을 받을 당시 상환 능력이 부족해 보여도 사기죄 성립에는 영향이 없다.,A
"지방자치단체장이 인구집중유발시설에 대한 건축허가를 내준 후, 건축물 연면적이 변경되어 과밀부담금 산정을 다시 하여 새로운 부과처분을 하였다. 이 경우, 원래의 부과처분은 어떻게 되는가?","연면적 변경 등으로 새로 부과처분이 있으면, 원래의 부과처분은 소멸한다.",새로운 처분이 있더라도 원래의 부과처분은 유지된다.,원래의 부과처분과 새로운 처분 모두 항고소송의 대상이 된다.,과밀부담금 금액이 감소하는 경우에만 원래의 처분이 소멸한다.,원래의 부과처분의 오류가 있던 경우에만 새로운 처분이 가능하다.,A
"행정청이 특정 민간 개발업체에 과밀부담금을 부과하려고 할 때, 상대방에게 사전통지와 의견제출의 기회를 반드시 부여해야 하는지 여부에 관한 판단기준으로 옳은 것은?","처분의 성질상 의견청취가 현저히 곤란하거나 명백히 불필요하다고 인정될 만한 상당한 이유가 없는 한, 사전통지와 의견제출의 기회를 반드시 주어야 한다.",과밀부담금 산정에 재량이 없으니 의견청취 기회 제공은 필요 없다.,부과 인원이 많지 않으므로 절차는 간소화될 수 있다.,부담금 부과는 일률적 금전급부이므로 의견제출 절차는 생략된다.,"시행령에 규정이 있으므로, 법에 명문 근거가 없더라도 의견제출 절차를 생략할 수 있다.",A
행정절차법상 사전통지 및 의견제출 기회 부여 절차를 생략할 수 있는 요건에 대해 옳게 설명한 것은?,법률상 위임 없이 시행령에서 정한 사례만으로는 절차 생략의 근거가 될 수 없다.,시행령에 규정이 있으면 법률상 근거 없이도 절차 생략이 가능하다.,모든 금전적 처분에 대해 행정청은 자유롭게 절차를 생략할 수 있다.,과밀부담금 부과는 자동적으로 의견제출의 기회를 주지 않아도 된다.,상대방이 이의가 없다고 추정되면 절차를 생략할 수 있다.,A
"대형 도로의 넓은 차로에서 정차 중인 택시 옆을 지나던 차량이, 택시 운전자가 주의를 다하지 않고 차량의 문을 갑자기 열어 충돌이 발생하였다. 이때 앞서 해당 도로에서는 택시들이 승객을 태우기 위해 정차하는 사례가 많아, 이를 지나치는 차량 운전자 역시 특별한 주의를 기울여야 하는 상황이었다. 이와 같은 사고에서 구상권 청구를 받은 택시 운전자의 책임에 관한 법적 판단으로 옳은 것은 무엇인가?","정차한 택시의 문을 갑자기 연 운전자가 대부분의 책임을 지지만, 상대 차량 운전자도 도로 상황상 일부 과실이 인정된다.",모든 책임은 문을 연 택시 운전자에게만 있으므로 상대 차량 운전자의 과실은 고려하지 않는다.,"사고 지점에서 택시 정차가 빈번하므로, 모든 책임은 지나가던 차량 운전자에게 있다.",도로가 넓기 때문에 사고 위험이 낮아 양측 모두 과실이 없다고 본다.,택시 운전자가 일정 시간 문을 열고 대기했으므로 면책된다.,A
"갑은 을이 자신을 험담했다는 이유로 을을 밀쳤으나, 을이 이후 갑과 합의하여 처벌을 원하지 않는다고 명확히 의사표시하였다. 이미 갑에 대한 형사 재판이 개시된 상태에서, 검사가 갑을 폭행죄로 계속 기소하자 법원은 어떻게 판단해야 하는가?",법원은 공소를 기각해야 한다.,법원은 유죄를 선고해야 한다.,합의 여부와 무관하게 형사절차는 계속된다.,형사소송법상 합의는 양형에만 영향을 미친다.,공소권 없음 판결을 선고해야 한다.,A
"시가 새로운 복합공장을 허가하는 처분을 하였고, 이에 인근 마을 주민 X는 해당 처분으로 인해 마을이 악취와 소음 등 환경상 피해를 받을 우려가 있다며 허가취소소송을 제기하였다. 공장은 마을에서 직선거리 400m 떨어진 곳에 있으며, 관련 조례는 주거지역으로부터 500m 이내에 환경피해가 우려되는 시설의 설치를 제한하고 있다. X의 소송 제기에 관한 법률상 이익이 인정되는가?",X는 조례상 영향권 내의 주민이므로 환경상 이익의 침해가 있는 것으로 추정되어 원고적격이 인정된다.,X는 직접적인 이해관계자가 아니므로 원고적격이 인정되지 않는다.,X가 구체적으로 환경피해를 입은 사실을 입증하지 못했으므로 원고적격이 인정되지 않는다.,조례상 영향권 외 주민들과 동일하게 X도 환경피해 가능성을 직접 입증해야 한다.,공장의 허가가 조례를 위반하였더라도 원고적격에는 영향을 미치지 않는다.,A
"Y시는 2020년 1월 1일자 조례 개정으로 특정 오염물질 배출시설에 대한 설치 제한거리를 종전 200m에서 400m로 변경하였다. 2019년 11월 1일에 시설 설치허가 신청이 있었으나, 허가처분은 2020년 2월 10일에 이루어졌다. 조례 부칙에는 허가신청 시점이 아닌 처분 시점의 기준을 적용하도록 별도 규정이 없다. 어느 시점의 조례 기준이 적용되어야 하는가?",허가처분 당시 시행 중인 400m 제한 조례가 적용되어야 한다.,허가신청 당시의 200m 제한 조례가 적용되어야 한다.,허가처분 시점이더라도 신청자의 기득권이 보호되어 200m 제한 조례가 적용된다.,허가신청 시점과 처분 시점 중 유리한 기준을 신청자가 선택할 수 있다.,신청 이후 조례가 개정된 경우에는 허가가 무효가 된다.,A
"지방행정청이 A의 시설신청을 불허하였으나, 이에 대해 상급 행정심판위원회가 불허처분을 취소하라는 재결을 하였다. 해당 재결에 따라 지방행정청이 허가처분을 했으나, 그 허가처분이 당시 시행 중인 법령상 설치거리 제한을 위반한 것으로 밝혀졌다. 이런 경우, 해당 허가처분이 재결의 기속력만으로 적법한가?",허가처분이 법령을 위반한 경우 재결의 기속력이 있어도 위법하다.,재결에 따라 한 처분이므로 위법 여부를 불문하고 적법하다.,재결의 기속력 때문에 후속 허가처분의 위법을 항고소송으로 다툴 수 없다.,허가처분의 위법 여부는 재결 내용과 무관하게 문제되지 않는다.,후속 처분이 위법해도 취소가 불가능하다.,A
"재개발조합의 사업시행계획이 적법하게 확정되어 행정청의 인가고시가 이루어진 후, 조합의 사업시행계획 과정에 흠이 있었다는 이유로 그 인가처분의 무효확인을 직접 구하는 소송을 제기한 경우, 법적으로 옳은 판단은 무엇인가?",인가처분 자체에 위법이 없다면 사업시행계획 과정의 흠을 이유로 인가처분의 무효확인을 구할 수 없다.,사업시행계획 과정에 중대한 흠이 있으면 곧바로 인가처분의 무효를 구할 수 있다.,행정청 인가고시가 있더라도 사업시행계획의 흠을 이유로 인가처분의 취소를 구할 수 있다.,사업시행계획 과정의 흠을 주장하는 자는 인가처분과 관계없이 항상 무효확인을 구할 수 있다.,사업시행계획에 사소한 절차적 하자가 있으면 인가처분의 무효확인이 가능하다.,A
"도시정비사업의 관리처분계획이 적법하게 수립된 경우, 각 토지등소유자별 분양비율 산정에 관한 다음 설명 중 옳은 것을 고르시오.",종전 토지 및 건축물의 가격과 해당 소유자가 부담한 사업비용의 합계액이 전체 사업비에서 차지하는 비율로 분양비율을 정하는 것이 합리적이다.,관리처분계획에서는 기존 건물 가치만을 기준으로 분양지분율을 산정해야 한다.,분양비율은 조합이 임의로 결정할 수 있다.,신축 건물의 미래가치를 우선적으로 반영해야 한다.,사업비용 부담액은 분양지분율 산정에서 제외해야 한다.,A
"법인 갑이 다른 법인 을을 2021년 5월 1일 흡수합병하였다. 합병 직전 을이 장기간 회수하지 못한 거래처 채권에 대해, 합병 시점에 이미 채무자의 사업폐지와 무재산 등으로 회수불능이 객관적으로 외부감사보고서와 독립 신용조사 결과로 확인되는 사정이 있었다. 그러나 법인 갑은 합병 사업연도에 해당 채권을 손금계상하지 않았고, 2년 뒤 내부 결산 때 손금으로 계상해 법인세를 신고하였다. 이 경우, 해당 채권의 손금 산입에 관한 법적 판단으로 옳은 것은?","위 채권은 합병 당시 이미 회수불능이 객관적으로 확정된 이상, 갑이 손금으로 실제 계상하지 않았더라도 합병 사업연도에 손금산입한 것으로 의제된다.",회수불능 여부가 법원의 확정집행불능조서로 입증되어야만 손금산입할 수 있다.,"신고 사업연도에 손금으로 계상하였으므로, 실제 손금계상한 연도가 손금산입시기가 된다.",합병 전이든 후든 회수불능이 인식되었다면 기업의 자유로운 사업연도에 손금산입할 수 있다.,이 사안은 부가가치세 대손세액 공제 요건과 동일하게 해석된다.,A
"X는 온라인에서 만난 Y와 신분증 확인 없이 합의하에 성관계를 가졌다. Y는 만 16세 미만이었지만, 자신이 고등학생이라며 17세라고 말했다. X는 Y의 말을 믿고 실제 나이를 확인하지 않았다. 이 경우 X의 법적 책임에 대한 설명으로 옳은 것은?","X는 Y가 만 16세 미만일 가능성을 알면서도 이를 용인하고 성관계를 했으므로, 미성년자 의제강간죄의 미필적 고의가 인정될 수 있다.","X가 Y의 설명을 신뢰한 이상, 만 16세 미만임을 인식했다고 볼 수 없어 미필적 고의가 부정된다.","Y가 만 16세 미만임을 속였다면, X는 어떤 경우에도 의제강간죄로 처벌받지 않는다.","만 16세 미만 여부의 구체적 확인 없이 단순히 고등학생이라는 진술만으로 성관계를 가졌다면, 통상 고의는 인정되지 않는다.",X의 고의 유무 판단에는 신분증 확인 의무가 필수적 요건이 된다.,A
"택배회사 직원 F가 관리업체 G의 창고에서 물건을 옮기다가 부주의로 사고를 일으켜 제3자인 H에게 손해를 입혔다. 손해보험사 I가 H에게 적정한 보험금을 모두 지급한 후, 관리업체 G와 직원 F의 과실 비율이 4:6임이 밝혀졌다. 이 경우, 손해보험사 I가 관리업체 G에게 청구할 수 있는 구상금은 어떻게 산정하는 것이 타당한가?",관리업체 G의 과실비율에 해당하는 금액만큼만 구상할 수 있다.,관리업체 G와 직원 F 모두에게 전체 손해금 전액을 구상할 수 있다.,직원 F의 과실만큼만 구상할 수 있으며 관리업체 G에게는 구상할 수 없다.,관리업체 G가 보험계약의 당사자가 아니므로 구상할 수 없다.,피해자 H의 손해 전부에 대해 중첩적으로 구상할 수 있다.,A
"갑은 평소 돈 문제로 갈등을 겪던 을이 갑자기 자취를 감춘 후, 을이 남긴 흔적이나 연락이 전혀 발견되지 않았다. 배우자 병은 갑이 실종 직전 을과 마지막으로 심하게 다투는 것을 목격했다고 증언했으나, 을의 시체는 발견되지 않았다. 검사는 갑의 진술 번복, 을의 평소 생활 패턴 변화, 그리고 병의 일관된 간접진술 등 여러 정황을 근거로 갑에게 살인죄를 적용하려 한다. 이 경우 갑에게 살인죄의 유죄를 인정하기 위하여 필요한 요건에 관한 설명으로 가장 타당한 것은?","피해자의 시체가 발견되지 않아도, 관련 간접증거들이 종합적으로 신빙성 있고 합리적 의심을 배제하면 갑의 살인죄를 인정할 수 있다.",피해자의 시체가 없으므로 갑의 유죄 인정은 불가능하다.,간접증거가 일부라도 유력하다면 시체가 없더라도 갑의 유죄를 인정할 수 있다.,피해자의 사망사실은 반드시 직접증거로만 증명되어야 한다.,간접증거들은 서로 독립적으로만 판단하여 해당 증거 하나라도 결론에 모순이 있으면 유죄를 인정할 수 없다.,A
"C가 자연녹지지역에서 특정 기준을 초과하는 특정대기유해물질을 배출하는 공장시설을 허가 없이 설치하여 운영하던 중, 관할 행정청이 기준치 초과 사실을 확인하고 현행 대기환경보전법령에 따라 폐쇄명령을 내렸다. C는 과거 공장증설 당시 관련 법령에 따라 적법하게 설치 신고를 마쳤고, 이후 수차례 변경신고도 정상적으로 이루어졌다는 이유로 해당 폐쇄명령이 부당하다고 주장한다. 법적으로 가장 타당한 결론은 무엇인가?","C의 공장시설은 기준 초과 특정대기유해물질을 배출하는 한, 기존에 적법하게 설치 신고를 하였더라도 별도의 설치허가를 받지 않은 이상, 폐쇄명령의 대상이 된다.",과거의 적법한 설치 신고로 인해 C의 시설은 항상 적법한 건축물로 인정되어 폐쇄명령의 대상이 될 수 없다.,시설에서 배출되는 특정대기유해물질의 실제 기준치 초과 여부에 관계없이 신고만 했다면 폐쇄명령은 할 수 없다.,관할 행정청이 수차례 변경신고 과정에서 아무런 조치를 하지 않았으므로 신뢰보호원칙상 폐쇄명령 처분은 위법하다.,C의 고의나 과실이 명확히 입증되지 않으면 폐쇄명령 처분은 할 수 없다.,A
"수입절차에서 세관장이 특정 물품에 대해 협정관세율을 적용하기 위해 원산지를 확인하는 과정에서, 수입자가 생산자 명의의 원산지 증명서를 세관의 서면조사 기간 이외의 시점에 제출했다. 이 경우, 특별한 사정 없이 세관장은 해당 원산지 증명서의 진실성을 부정할 수 있는가?","별다른 신빙성 훼손 사정이 없다면, 생산자 명의의 원산지 증명서의 진실성을 부정할 수 없다.",사후 제출된 서류이므로 세관장은 원칙적으로 그 효력을 인정할 필요가 없다.,세관장이 요구한 기한 내에 제출되지 않았으므로 반드시 효력을 부정해야 한다.,수입자가 제출한 서류가 외국에서 발행된 것인 경우에는 진실성에 대한 별도의 판단 없이 효력을 부정할 수 있다.,관세 분쟁에서 원산지 증명서는 사전에 제출된 경우에만 진실성이 인정된다.,A
갑은 도시개발 자금을 대출받기 위해 부동산 매매가격을 실제보다 높게 기재한 허위 매매계약서와 조작된 송금영수증을 은행에 제출했다. 은행은 이를 신용평가와 담보가치 산정의 자료로 삼아 대출을 승인하였다. 이후 은행이 진실을 알았더라면 대출을 승인하지 않았을 것임이 드러났다. 이때 갑의 행위에 대한 사기죄의 성립 여부로 옳은 것은?,갑의 행위는 사기죄에 해당한다.,허위 매매계약서 제출만으로는 사기죄가 성립하지 않는다.,은행 내부 규정 위반에 불과하여 사기죄로 처벌할 수 없다.,은행의 착오가 없으므로 사기죄가 성립하지 않는다.,대출금 중 매매대금을 부풀린 부분에 한해서만 사기죄가 성립한다.,A
"지적장애가 있는 성년 피고인이, 범행을 인정하고 반성하였고 범행 당시 비교적 어린 나이였으며, 피해자로부터 용서받지 못하였으나 전과가 없고 사실상 피해를 바로 중단하였던 경우, 이러한 사정을 모두 종합적으로 고려해야 하는지는?","양형의 적정 여부는 피고인의 반성, 심신미약, 피해자 용서 여부, 범행 경위 등 모든 사정을 종합적으로 고려해야 한다.",피고인이 피해자에게 용서를 받지 못한 점만으로 무겁게 처벌해야 한다.,지적장애가 있는 경우에는 어떤 사정에도 불구하고 감형이 반드시 이루어져야 한다.,"초범이고 범행을 곧 멈추었더라도, 이러한 사정은 양형에서 고려할 필요가 없다.",피해자에 대한 사과가 있었는지만 단독으로 양형 판단의 결정적 요소가 된다.,A
"X주식회사는 2017사업연도에 결손이 발생한 후, 자신이 중소기업에 해당한다고 오인하여 결손금 소급공제로 2016사업연도 법인세 일부를 환급받았다. 이후 세무당국은 X회사가 결손금 소급공제 규정의 적용대상이 아님을 발견하였고, 별도의 과세표준 및 세액의 경정 없이, 2017사업연도 법인세 부과처분 권한에 근거해 환급액을 징수하려 한다. 이 경우 세무당국의 처분에 대한 법적 평가는 무엇인가?",세무당국은 과세표준 및 세액의 경정 없이 환급액을 징수할 수 없다.,세무당국은 결손금이 발생한 사업연도의 법인세로서 환급액 전체를 징수할 수 있다.,"세무당국은 결손금 소급공제의 적용대상이 아님이 뒤늦게 밝혀진 경우, 이를 모두 부당이득반환으로 처리해야 한다.",세무당국은 환급 당시의 착오가 있었더라도 반드시 새로운 부과처분을 해야 한다.,세무당국은 경정 없이도 임의로 결손금 소급공제를 취소하고 환급액을 회수할 수 있다.,A
"상장회사의 사업보고서가 허위로 기재된 것을 모르고 해당 사업보고서 공시 이후 주식을 매수한 자가, 그 후 허위 내용이 언론 등에 의해 대대적으로 보도되어 주가가 급격히 하락하였을 때, 일반적으로 손해배상청구를 인정할 수 있는지에 관한 판단기준으로 가장 옳은 것은?","사업보고서의 허위 내용이 공개적으로 보도되어 일반 투자자들이 인지할 수 있게 된 시점에 허위 사실로 인한 주가 하락의 손해가 현실화되므로, 그 전에 주식을 매입한 자는 원칙적으로 손해배상을 청구할 수 있다.","허위 사실이 공개되지 않더라도 기업의 재무 악화가 주가에 반영되어 손해가 발생했으면, 주식 매수 시점과 무관하게 손해배상을 청구할 수 있다.",주식의 매수 시점과 주가 하락의 시점이 일치하지 않으면 일체 손해배상 청구가 인정되지 않는다.,"사업보고서의 허위 내용이나 분식회계 사실과 무관하게, 주가가 변동하면 언제든지 손해배상을 청구할 수 있다.","사업보고서의 허위 내용이 알려진 뒤에도 주식 매수를 계속했다면, 그 이전 매수분에 대해서도 손해배상청구가 인정된다.",A
"회사가 사업보고서에 허위의 재무제표를 기재하여 투자자들이 이를 믿고 주식을 취득하였다가 피해를 본 경우, 손해배상청구의 인과관계 및 책임범위를 제한하는 예외적 판단으로 가장 타당한 것은?","허위 사실이 공개되기 전 주식을 전부 처분하여 손해가 실현되지 않은 경우, 그 부분에 대해서는 손해배상책임의 인과관계가 인정되지 않을 수 있다.",주가 변동이 시장의 다른 요인으로 인한 것이라도 재무제표가 허위였다는 사실만으로 손해 전체에 대해 배상이 인정된다.,"허위 사업보고서를 신뢰하지 않고 독립적인 정보에 의거해 주식을 매입한 것이라면, 책임을 제한하지 않는다.",공시 전 주식 처분 시 실현된 모든 손해도 분식회계에 기한 것이라면 배상받을 수 있다.,언제든지 투자자에게 손해만 발생하면 허위 공시와 무관하게 손해배상책임이 인정된다.,A
"다음 중 상장회사가 분할되어 신설된 회사가, 분할 전 회사의 사업보고서 허위 기재 등으로 인한 손해배상채무에 대해 책임을 부담하게 되는 기준에 대한 설명으로 옳은 것은?","분할계획서와 특별결의, 채권자보호절차를 모두 적법하게 거쳤고, 신설회사가 인수한 자산과 직접 관련 없는 손해배상채무라면 원칙적으로 신설회사는 그 책임을 승계하지 않는다.",분할이 있으면 분할 전 회사의 모든 채무를 신설회사가 자동으로 무조건 승계한다.,분할계획에 명시적으로 정함이 없어도 손해배상채무는 분할과 동시에 모든 신설회사가 연대 승계한다.,채권자보호절차가 이루어졌다는 사실은 신설회사 책임 승계와는 무관하다.,"분식회계의 책임이 자산에 반영된 것이라면, 분할계획과 무관하게 신설회사가 모든 손해를 부담한다.",A
"비상장 법인 A가 합병을 통해 특수관계자인 자연인 B와 법인 C로부터 신규로 주식을 배정받아 자산가치가 상승하였고, 합병은 불공정한 비율로 이루어졌다. 과세관청은 법인세법령에 따라 이 합병으로 인해 A가 '분여받은 이익' 전체를 익금에 산입하였다. 익금 산정을 위한 이익의 평가방식에 관한 법적 판단으로 옳은 것은?","특수관계자로부터 불공정비율 합병을 통해 분여받은 이익은 그 실질이 주식가치의 평가차익에 불과하더라도, 법인세법령에서 정한 바에 따라 익금에 산입할 수 있다.","주식가치가 단순히 평가상 상승한 것에 불과하다면 합병으로 분여받은 이익은 익금이 아니며, 세무상 산입할 수 없다.",불공정비율 합병에서 이익 산정방식은 반드시 별도의 위임 또는 명문 규정이 없는 한 다른 조세법령의 산정방법을 유추적용해서는 안 된다.,특수관계자인 자연인으로부터 분여받은 이익은 자본거래라도 익금에 산입할 수 없다.,합병 전 주식가치가 0 이하라면 그 이익 산정 자체가 불가능하므로 익금산입이 배제된다.,A
"Z씨는 평소 간질을 앓고 있었으나 최근 직장에서의 특별한 업무 부담 증가 없이 통상적인 업무를 계속하던 중, 갑작스러운 질병으로 사망하였다. 유족은 업무상의 스트레스가 기존 질병을 악화시켜 사망한 것이라며 산재 유족급여를 청구하였다. 객관적으로 업무시간이나 업무환경에 급격한 변화가 있었던 점이나, 과로나 스트레스가 지병의 자연경과를 넘어서는 악화에 영향을 주었다는 의학적 근거가 추가로 제출되지 않았다. 이 경우, Z씨의 사망과 업무 사이의 상당인과관계에 대한 법적 판단으로 옳은 것은?",Z씨의 사망과 업무 사이에 상당인과관계가 있다고 보기 어렵다.,기존 질병의 존재만으로도 업무와의 상당인과관계를 인정할 수 있다.,업무 관련 스트레스 여부와 상관없이 유족급여는 인정되어야 한다.,업무와 사망 사이의 인과관계는 회사가 직접 반증하지 않으면 인정된다.,직장의 업무환경이 엄격하게 규정된 것이 아니라면 모든 사망은 산재로 본다.,A
"야간에 숙박업소 직원이 손님에게 퇴실을 요청하던 중, 손님이 직원의 요구에 화가 나 직원의 머리채를 잡고 물건을 던졌다면, 폭행죄의 성립 여부는 어떻게 판단해야 하는가?",손님의 행위는 정당한 이유 없이 타인에게 위해를 가하였으므로 폭행에 해당한다.,직원이 퇴실을 요청한 정당한 직무를 수행하던 중이므로 특수폭행에 해당한다.,손님이 화가 난 상태이므로 위법성이 조각되어 폭행이 성립하지 않는다.,피해자가 가벼운 상처만 입었으므로 형사처벌 대상이 되지 않는다.,직원의 요구가 손님에게 과도한 스트레스를 주었다면 폭행책임이 면제된다.,A
"경찰관이 현장에서 직무집행 중 출동하여 자고 있는 사람을 깨우자, 해당 사람이 화가 나 경찰관에게 물건을 던지는 등 폭력을 행사했다면, 법리는 어떻게 적용되는가?",경찰관의 정당한 직무집행에 대한 유형력 행사이므로 공무집행방해죄가 성립한다.,경찰관이 잠을 깨웠으므로 손님의 분노는 정당하다.,경찰관이 사적으로 행동했으므로 공무집행방해가 아니다.,폭행의 정도가 경미하다면 공무집행방해죄는 성립하지 않는다.,현장 상황이 복잡해 판단할 수 없다.,A
X는 Y 명의로 증권계좌를 개설해 매년 여러 종목의 주식을 거래했다. 2022년에 X가 2021년에 보유하던 주식을 전량 매각한 후 같은 계좌에서 새로운 종목의 주식을 추가로 취득하여 보유한 사실이 세무조사에서 드러났다. 세무당국은 2022년에 새로 보유하게 된 주식에 대해 Y에게 증여세를 추가로 부과하였다. 이에 대해 Y는 동일한 계좌 내에서 실질적 가치 변동이 없으므로 추가 증여로 볼 수 없다고 다툰다. 다음 중 옳은 법적 판단은 어느 것인가?,Y가 2022년에 새로 보유하게 된 주식과 증가된 주식에 대해서는 별도의 명의신탁이 이뤄진 것으로 보아 증여세를 추가로 부과할 수 있다.,실질적 재산가치가 변동되지 않았다면 주식의 종목이 달라져도 추가 증여로 볼 수 없으므로 증여세를 부과할 수 없다.,명의신탁 자체가 위법한 경우에만 증여세를 부과할 수 있다.,위 계좌에서 동일 인물이 주식 거래를 반복했다면 최초 명의신탁 당시만 증여세가 과세되고 이후에는 부과할 수 없다.,실질과세의 원칙상 명의수탁자는 증여세 납부의무를 부담하지 않는다.,A
"피부착명령청구인인 X는 우발적으로 한 차례 성범죄를 저질렀으나, 이전에 아무런 성범죄 전력이 없고, 특별한 성폭력 습벽이나 반복 위험성이 확인되지 않았다. 이 경우 전자장치 부착명령의 부과와 관련하여, 법원은 어떤 점을 가장 중점적으로 고려해야 하는가?","재범 가능성에 관하여 구체적이고 객관적인 사정을 종합하여 판단해야 하며, 단순한 재범 가능성만으로는 부착명령을 내릴 수 없다.",모든 성폭력 범죄에 대하여 일률적으로 전자장치 부착명령이 내려져야 한다.,범행의 유일성만 확인되면 재범 위험성 평가 없이도 부착명령이 가능하다.,피부착명령청구인이 반성하지 않을 경우 언제나 부착명령을 내릴 수 있다.,성범죄 전력이 없더라도 범행 수법이 사회적으로 충격을 주면 부착명령을 내릴 수 있다.,A
"X는 친구 Y의 동의 없이 Y의 신분을 증명하는 서류를 사용하여 은행 대출을 신청해 1,500만 원을 수령했고, 이후 Y의 신분정보로 병원에서 건강보험 진료를 받았다. X의 법적 책임에 대한 판단으로 옳은 것은?",X는 사기죄와 주민등록법위반죄 모두로 처벌받는다.,"X는 사기죄에만 해당하고, 주민등록법위반죄에는 해당하지 않는다.",X는 피해자가 실질적 손해를 보지 않았으므로 처벌받을 수 없다.,X는 동시범이므로 형량이 가중되지 않는다.,X의 행위는 사기죄가 아니라 절도죄에 해당한다.,A
"국내에 거주하는 소비자들이 외국 온라인몰을 통해 물품을 구매하고, 해당 물품이 소비자 명의로 직접 수입통관 절차를 거쳐 국내에 배송된다. 이 과정에서 국내 업체가 결제, 반품 지원 등 일부 보조적 역할을 했으나, 해외 판매자와 국내 업체, 국내 소비자 간의 2단계 실질 거래가 존재한다는 점이 증명되지 않았다. 이 경우, 이 물품의 수입화주로 관세 납세의무를 부담하는 자에 대한 법적 판단으로 옳은 것은?",국내 소비자가 실제 수입화주로서 관세 납세의무를 진다.,국내 업체가 해외 판매자를 실질적으로 관리·지배하여 국내 사업자의 계좌로 대금이 입금되더라도 국내 업체가 납세의무자가 된다.,국내 업체가 일부 반품 및 결제업무를 담당했다면 국내 업체가 납세의무자가 된다.,"국내 소비자가 명의상 수입자일 뿐, 실질 소유자는 국내 업체이므로 국내 업체가 납세의무자가 된다.",해외에서 출고된 상품이 국내에 도달한 경우 원칙적으로 국내에 주소를 둔 사업자가 자동으로 납세의무자가 된다.,A
"세무관청이 납세고지서를 작성할 때 본세와 가산세의 합계액만을 일괄 기재하고, 각 세액과 산출근거, 가산세 종류별 내역을 구분 기재하지 않은 경우, 이 부과처분의 절차적 위법성에 관한 설명 중 옳은 것은?",본세와 가산세 각각의 세액과 산출근거가 납세고지서에 구체적으로 기재되지 않았다면 부과처분은 위법하다.,납세자가 세무조사 과정에서 이미 세액 산출근거를 구두로 들었다면 납세고지서에 별도 기재가 없어도 된다.,관세 이외의 세목에 한해 세액과 산출근거의 구분 기재가 필요하다.,가산세 산출근거가 누락되었지만 본세 관련 사항이 기재되어 있으면 부과처분은 적법하다.,관련 세무 공무원이 산출근거를 안내한 별도의 문서를 발송했다면 납세고지서 흠결이 자동으로 치유된다.,A
